Problem Name	8.7.1	8.7.2	8.7.3	8.7.4	8.7.5	8.7.6	8.7.7	8.7.8
%(8796590289808407104)%	The expression will be the cost of hiring the band(500) + the cost of each additional person(10) times (people attending the party(100) + the number of people included in the party package(-3)).	The expression will be the initial donation(500000) + the additional donation they will make for each book(15000) * (the number of books she will write(12) + the number of books already written(5)).	The expression will be the cost of joining the club(20) + the cost of each additional movie(4.75) * (the number of movies(2) + the number of movies included in the membership(-2)).	The expression will be the amount you add in the third step(35) + the amount you multiply in the second step(4)*( the number of degrees(0) + the number of degrees you subtract in the first step(-15)).	"The total amount of money she budgets for her garden is the sum of two things: the cost of a bunch of pansies(7) TIMES the number of bunches of pansies she buys(3), PLUS the cost of a rose bush(30). Can you write the sum?"	"The total amount of money she makes is the sum of two things: the number of CDs she sells(12000) DIVIDED by the amount of money she makes per CD(4) PLUS the amount she gets as an advance sum(25,000)"	Total amount of money she budgets for the trip is the sum of two things: the cost of a ticket to an event(15) TIMES the number of events she attends(4) PLUS the cost of airfare and lodging(180). Can you write this sum?	Total number of cups of flour she needs is the sum of two things: the number of dozens of cookies she makes(2) TIMES the number of dozens of cookies she bakes(3) PLUS the number of cups of flour it takes to bake a birthday cake(5).
%(6465485613151089341)%	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?	Read the last sentence in the problem statement. How do you represent the number of bunches of pansies she buys as a variable or an expression?
%(-6341707987623058908)%	A given value in this question represents people attending the party. Please type this given value into the correct place in the table.	A given value in this question represents the number of books she will write. Please type this given value into the correct place in the table.	A given value in this question represents the number of movies. Please type this given value into the correct place in the table.	A given value in this question represents the number of degrees. Please type this given value into the correct place in the table.	A given value in this question represents the number of bunches of pansies she buys. Please type this given value into the correct place in the table.	A given value in this question represents the number of CDs she sells. Please type this given value into the correct place in the table.	A given value in this question represents number of events she attend. Please type this given value into the correct place in the table.	A given value in this question represents number of dozens of cookies she bakes. Please type this given value into the correct place in the table.
%(7907085348084200858)%	"To compute the total cost start with 100 people, and substract the number of people included in the party package (3)."	"To compute the total donation start with the number of books she writes(12), and add the number of books already written(5)."	"To comput the total cost of your trips to the movies, start with 2 movies and substract the number of movies included in the membership(2)."	"To compute the new temperature in B-degrees, start with 0 degrees, and subtract the number of degrees you substract in the first step(15)"	"You need to compute the total amount of money she budgets for her garden. This answer depends on: the cost of a bunch of pansies(7), the number of bunches of pansies she buys(3) AND the cost of a rose bush(30). Can you figure out the total amount of money she budgets for her garden from these numbers?"	"You need to compute the total amount of money she makes. This answer depends on two things: the number of CDs she sells(12000),  the amount of money she makes per CD(1/4) and  the amount she gets as an advance sum(25000). Can you figure out the total amount of money she makes on these numbers?"	"You need to compute total amount of money she budgets for the trip. This answer depends on: the cost of a ticket to an event(15), the number of events she attends(4), the cost of airfare and lodging(180). Can you figure out total amount of money she budgets for the trip from these numbers?"	"You need to compute total number of cups of flour she needs. This depends on: the number of dozens of cookies she makes(20), the number of dozens of cookies she bakes(3), and the number of cups of flour it takes to bake a birthday cake(5). Can you figure out the number of cups of flour she needs from these numbers?"
%(-3009301177592197853)%	Then add the cost of hiring the band(500).	Last add the initial donation(500000)	Last add the cost of joininig the club(20).	Last add the amount you add in the thir step(35).	The total amount of money she budgets for her garden equals to (6*7)+30	The total amount of money she makes is 52000/4+25000. 	The total amount of money she budgets for the trip is (14*15) + 180.	The total number of cups of flour she needs is (5*2)+5.
%(8994500027658698711)%	The expression will be the cost of hiring the band(500) + the cost of each additional person(10) times (people attending the party(125) + the number of people included in the party package(-3)).	The expression will be the initial donation(500000) + the additional donation they will make for each book(15000) * (the number of books she will write(15) + the number of books already written(5)).	The expression will be the cost of joining the club(20) + the cost of each additional movie(4.75) * (the number of movies(6) + the number of movies included in the membership(-2)).	The expression will be the amount you add in the third step(35) + the amount you multiply in the second step(4) times ( the number of degrees(32) + the number of degrees you subtract in the first step(-15)).	"The total amount of money she budgets for her garden is the sum of two things: the cost of a bunch of pansies(7) TIMES the number of bunches of pansies she buys(6), PLUS the cost of a rose bush(30). Can you write the sum?"	"The total amount of money she makes is the sum of two things: the number of CDs she sells(52000) DIVIDED by the amount of money she makes per CD(4) PLUS the amount she gets as an advance sum(25,000)"	Total amount of money she budgets for the trip is the sum of two things: the cost of a ticket to an event(15) TIMES the number of events she attends(14) PLUS the cost of airfare and lodging(180). Can you write this sum?	Total number of cups of flour she needs is the sum of two things: the number of dozens of cookies she makes(2) TIMES the number of dozens of cookies she bakes(5) PLUS the number of cups of flour it takes to bake a birthday cake(5).
%(-6550299484725880890)%			A given value in this question represents the number of movies. Please type this given value into the correct place in the table.	A given value in this question represents the number of degrees. Please type this given value into the correct place in the table.	A given value in this question represents the total amount of money she budgets for her garden. Pleas etype this given value into the correct place in the table.	A given value in this question represents the total amount of money she makes. Please tyep this given value into the correct place in the table.	A given value in this question represents total amount of money she budgets for the trip. Please type this given value into the correct place in the table.	A given value in this question represents total number of cups of flours she needs. Please type this given value into the correct place in the table.
%(-1626753558730997953)%	Please enter '500+10*(100-3)' in the highlighted field.	Please enter '500000+15000*(12+5)' in the highlighted field.	Please enter '4.75*(2-2)+20' in the highlighted field.	Please enter '4*(0-15)+35' in the highlighted field.	Please enter '(3*7)+30' in the highlighted field.	Please enter '12000/4+25000' in the highlighted field.	Please enter '(4*15)+180' in the highlighted field.	Please enter '(3*2)+5' in the highlighted field.
%(-3009299177580197835)%	"To compute the total cost start with 125 people, and substract the number of people included in the party package (3)."	"To compute the total donation start with the number of books she writes(15), and add the number of books already written(5)."	"To comput the total cost of your trips to the movies, start with 6 movies and substract the number of movies included in the membership(2)."	"To compute the new temperature in B-degrees, start with 0 degrees, and subtract the number of degrees you substract in the first step(15)"	"You need to compute the total amount of money she budgets for her garden. This answer depends on: the cost of a bunch of pansies(7), the number of bunches of pansies she buys(6) AND the cost of a rose bush(30). Can you figure out the total amount of money she budgets for her garden from these numbers?"	"The total amount of money she makes depends on two things: the number of CDs she sells(52000),  the amount of money she makes per CD(1/4) and  the amount she gets as an advance sum(25000). Can you figure out the total amount of money she makes on these numbers?"	"You need to compute total amount of money she budgets for the trip. This answer depends on: the cost of a ticket to an event(15), the number of events she attends(14), the cost of airfare and lodging(180). Can you figure out total amount of money she budgets for the trip from these numbers?"	"You need to compute total number of cups of flour she needs. This depends on the number of dozens of cookies she makes(20), the number of dozens of cookies she bakes(5) and the number of cups of flour it takes to bake a birthday cake(5)."
%(6662676508735564506)%	Please enter '500+10*(125-3)' in the highlighted field.	Please enter '500000+15000*(15+5)' in the highlighted field.	Please enter '4.75*(6 -2)+20' in the highlighted field.	Please enter '4(32 -15)+35' in the highlighted field.	Please enter '(6*7)+30' in the highlighted field.	Please enter '52000/4+25000' in the highlighted field.	Please enter '(14*15)+180' in the highlighted field.	Please enter '(5*2)+5' in the highlighted field.
%(-6341710987623058929)%	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"
%(4630426011187870568)%	Please enter '' in the highlighted field.	Please enter '' in the highlighted field.	Please enter '105.5' in the highlighted field.	Please enter '823' in the highlighted field.	Please enter '10' in the highlighted field.	Please enter '700000' in the highlighted field.	Please enter '30' in the highlighted field.	Please enter '6' in the highlighted field.
%(3989913411315521402)%	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.	Please write a numerical expression that shows how to compute %(quan2)% when %(quan1)% is %(Ans11)% %(UnitLabel1)%.
%(8564035778944809665)%			Last add the cost of joininig the club(20).	Last add the amount you add in the thir step(35).	The number of bunches of pansies she buys equals (65-30)/7.	The number of CDs she sells is (200000-25000)*4.	The number of events she attends is (650-180)/15.	The number of dozens of cookies she bakes is (17-5)/2.
