Problem Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	circle1	circle2	circle3	0intro
%(722140585214969035)%	Try entering 20.	Try entering 5.	Try entering 9.	Try entering 6.	Try entering 8.	Try entering 5.	Try entering 15.	Try entering 5.	Try entering 25.	Try entering 25.	Try entering 35.	Try entering 5.	Try entering 60.	Try entering 18.	Try entering 4.	Try entering 1.	Try entering 5.	Try entering 12.
%(-466870535463027907)%	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 27/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 10/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 35/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 7/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 4/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 54/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 64/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/12 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/4 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/5 to 100."	-
%(-7188314826814015237)%	The ratio out of 100 is written as <%= 100/100*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 15/100*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 7/10*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 9/10*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 1/20*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 10/25*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 5/25*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 32/40*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 30/40*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 5/50*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 2/50*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 3/5*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 2/80*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 62/80*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 1/10*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 2/8*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 4/10*100 %>/100. Please express this value as a decimal.	The ratio out of 100 is written as <%= 8/20*100 %>/100. Please express this value as a decimal.
%(6805678999561221239)%	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 20/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 9/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 6/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 8/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 25/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 25/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 35/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 60/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 18/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 4/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/%(tot)% to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/%(tot)% to 100."	-
%(-6198180860927231835)%	"100 is the numerator, and 100 is the denominator. Divide 100 and 100 by their greatest common factor."	"15 is the numerator, and 100 is the denominator. Divide 15 and 100 by their greatest common factor."	"7 is the numerator, and 10 is the denominator. Divide 7 and 10 by their greatest common factor."	"9 is the numerator, and 10 is the denominator. Divide 9 and 10 by their greatest common factor."	"1 is the numerator, and 20 is the denominator. Divide 1 and 20 by their greatest common factor."	"10 is the numerator, and 25 is the denominator. Divide 10 and 25 by their greatest common factor."	"5 is the numerator, and 25 is the denominator. Divide 5 and 25 by their greatest common factor."	"32 is the numerator, and 40 is the denominator. Divide 32 and 40 by their greatest common factor."	"30 is the numerator, and 40 is the denominator. Divide 30 and 40 by their greatest common factor."	"5 is the numerator, and 50 is the denominator. Divide 5 and 50 by their greatest common factor."	"2 is the numerator, and 50 is the denominator. Divide 2 and 50 by their greatest common factor."	"3 is the numerator, and 5 is the denominator. Divide 3 and 5 by their greatest common factor."	"2 is the numerator, and 80 is the denominator. Divide 2 and 80 by their greatest common factor."	"62 is the numerator, and 80 is the denominator. Divide 62 and 80 by their greatest common factor."	"1 is the numerator, and 10 is the denominator. Divide 1 and 10 by their greatest common factor."	"2 is the numerator, and 8 is the denominator. Divide 2 and 8 by their greatest common factor."	"4 is the numerator, and 10 is the denominator. Divide 4 and 10 by their greatest common factor."	"8 is the numerator, and 20 is the denominator. Divide 8 and 20 by their greatest common factor."
%(6091652837085193047)%	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	The ratio out of 100 is written as 18/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	The ratio out of 100 is written as 30/100. Please express this value as a decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 75/100. Please express this value as a decimal.	The ratio out of 100 is written as 12.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 90/100. Please express this value as a decimal.	The ratio out of 100 is written as 10/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	The ratio out of 100 is written as 5/100. Please express this value as a decimal.	The ratio out of 100 is written as 55/100. Please express this value as a decimal.	The ratio out of 100 is written as 70/100. Please express this value as a decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	-
%(-8481198201083939498)%	Try entering 100%.	Try entering 15%.	Try entering 70%.	Try entering 90%.	Try entering 5%.	Try entering 40%.	Try entering 20%.	Try entering 80%.	Try entering 75%.	Try entering 10%.	Try entering 4%.	Try entering 60%.	Try entering 2.5%.	Try entering 77.5%.	Try entering 10%.	Try entering 25%.	Try entering 40%.	Try entering 40%.
%(-7776662457041654550)%	Need more help? Greatest common factor of 20 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 5 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 9 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 6 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 8 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 5 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 15 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 5 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 25 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 25 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 35 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 5 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 60 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 18 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 4 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 1 and %(tot)% is %(gcf2)%.	Need more help? Greatest common factor of 5 and %(tot)% is %(gcf2)%.	-
%(-6909798636166641281)%	"To work through question 3, you must first find the number of shapes that are not blue."	"To work through question 3, you must first find the number of shapes that are black."	"To work through question 3, you must first find the number of shapes that are squares."	"To work through question 3, you must first find the number of items that are yellow."	"To work through question 3, you must first find the number of shapes that are blue."	"To work through question 3, you must first find the number of shapes that are green or blue."	"To work through question 3, you must first find the number of items that are not yellow."	"To work through question 3, you must first find the number of shapes that are circles."	"To work through question 3, you must first find the number of items that are green."	"To work through question 3, you must first find the number of shapes that are not yellow."	"To work through question 3, you must first find the number of shapes that are green."	"To work through question 3, you must first find the number of shapes that are red."	"To work through question 3, you must first find the number of shapes that are green circles or black circles."	"To work through question 3, you must first find the number of shapes that are black."	"To work through question 3, you must first find the number of hours Sally spent not doing her homework."	Read question 3 carefully. What are you looking for?	"To work through question 3, you must first find the number of pieces of cake that are Oleg's favorite and Faina's favorite at the same time."	-
%(-409804636349019634)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	That's a little too much! 12 hours are the total hours between 12pm and 12am. You must find for how long Sally was awake since 12pm.	"That should not be your total! 4 is half of the number of slices of pizza. Read problem 1 again to find out what your ""total"" should be!"	-	-
%(3226492116498978142)%	Try entering 60/100.	Try entering 18/100.	Try entering 40/100.	Try entering 30/100.	Try entering 25/100.	Try entering 80/100.	Try entering 80/100.	Try entering 75/100.	Try entering 12.5/100.	Try entering 90/100.	Try entering 10/100.	Try entering 20/100.	Try entering 5/100.	Try entering 55/100.	Try entering 70/100.	Try entering 25/100.	Try entering 20/100.	Try entering 45/100.
%(8269431858919506680)%	"To turn 60/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 18/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 4/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 3/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 20/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 20/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 30/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 45/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 1/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 4/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 44/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 7/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 1/4 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 2/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	-
%(62980221295158993)%	Try entering 100.	Try entering 100.	Try entering 10.	Try entering 10.	Try entering 20.	Try entering 25.	Try entering 25.	Try entering 40.	Try entering 40.	Try entering 50.	Try entering 50.	Try entering 5.	Try entering 80.	Try entering 80.	Try entering 12.	Try entering 4.	Try entering 5.	Try entering 20.
%(-409801636313019553)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Wrong. That's is the number of hours which Sally was awake. How many hours are between 12pm and 12am?	"That's a little too much! 8 is the total number of slices of pizza. Read problem 4 again to find out what your ""total"" should be!"	"That's a little too much! 10 is the total number of pieces of cake. Read problem 4 again to find out what your ""total"" should be!"	-
%(-6910532468720336419)%	Try entering 20/100.	Try entering 5/100.	Try entering 90/100.	Try entering 60/100.	Try entering 40/100.	Try entering 20/100.	Try entering 60/100.	Try entering 12.5/100.	Try entering 62.5/100.	Try entering 50/100.	Try entering 70/100.	Try entering 100/100.	Try entering 75/100.	Try entering 22.5/100.	Try entering 40/100.	Try entering 12.5/100.	Try entering 50/100.	Try entering 60/100.
%(4350922609440676025)%	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."	"Dividing by 100 is equivalent to dividing by 10, then dividing by 10 again."
%(-7776665457041654539)%	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 20 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 9 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 6 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 8 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 15 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 25 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 25 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 35 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 60 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 18 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 4 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 1 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and %(tot)% without any remainder."	-
%(-7502020371477538764)%	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of items shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of items shown?	What is the total number of shapes shown?	What is the total number of items shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	For how many hours until the midnight did Sally sleep? Subtract 12 hours with the number of hours Sally slept until 12am.	Into how many parts is the pizza divided?	Into how many parts is the cake divided?	-
%(6063034221393159027)%	Try entering 100.	Try entering 100.	Try entering 10.	Try entering 10.	Try entering 20.	Try entering 25.	Try entering 25.	Try entering 40.	Try entering 40.	Try entering 50.	Try entering 50.	Try entering 5.	Try entering 80.	Try entering 80.	Try entering 10.	Try entering 8.	Try entering 10.	Try entering 20.
%(2057883072184751728)%	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?	How many shapes in the picture above are not blue?
%(-1727400982408034992)%	"If the ratio out 100 is <%= 100/100*100 %>, then the percent is <%= 100/100*100 %> as well."	"If the ratio out 100 is <%= 15/100*100 %>, then the percent is <%= 15/100*100 %> as well."	"If the ratio out 100 is <%= 7/10*100 %>, then the percent is <%= 7/10*100 %> as well."	"If the ratio out 100 is <%= 9/10*100 %>, then the percent is <%= 9/10*100 %> as well."	"If the ratio out 100 is <%= 1/20*100 %>, then the percent is <%= 1/20*100 %> as well."	"If the ratio out 100 is <%= 10/25*100 %>, then the percent is <%= 10/25*100 %> as well."	"If the ratio out 100 is <%= 5/25*100 %>, then the percent is <%= 5/25*100 %> as well."	"If the ratio out 100 is <%= 32/40*100 %>, then the percent is <%= 32/40*100 %> as well."	"If the ratio out 100 is <%= 30/40*100 %>, then the percent is <%= 30/40*100 %> as well."	"If the ratio out 100 is <%= 5/50*100 %>, then the percent is <%= 5/50*100 %> as well."	"If the ratio out 100 is <%= 2/50*100 %>, then the percent is <%= 2/50*100 %> as well."	"If the ratio out 100 is <%= 3/5*100 %>, then the percent is <%= 3/5*100 %> as well."	"If the ratio out 100 is <%= 2/80*100 %>, then the percent is <%= 2/80*100 %> as well."	"If the ratio out 100 is <%= 62/80*100 %>, then the percent is <%= 62/80*100 %> as well."	"If the ratio out 100 is <%= 1/10*100 %>, then the percent is <%= 1/10*100 %> as well."	"If the ratio out 100 is <%= 2/8*100 %>, then the percent is <%= 2/8*100 %> as well."	"If the ratio out 100 is <%= 4/10*100 %>, then the percent is <%= 4/10*100 %> as well."	"If the ratio out 100 is <%= 8/20*100 %>, then the percent is <%= 8/20*100 %> as well."
%(-7776667457053654557)%	"To turn 20/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 9/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 6/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 8/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 15/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 25/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 25/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 35/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 60/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 18/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 4/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 1/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/%(tot)% into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	-
%(-1973393932438401295)%	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.	The next step is to figure out the total number of shapes that you see in the picture.
%(4356240706487238967)%	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?	How many total shapes do you see here?
%(8132913775045625006)%	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	-
%(-7776664457053654632)%	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1."	-
%(6631530920411411572)%	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 100/100 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/100 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 7/10 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 9/10 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/20 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 10/25 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/25 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 32/40 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 30/40 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/50 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/50 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/5 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/80 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 62/80 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/10 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/8 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 4/10 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 8/20 to 100."
%(-5166532556208710060)%	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."
%(-2277900414952031130)%	Try entering 100.	Try entering 15.	Try entering 7.	Try entering 9.	Try entering 1.	Try entering 10.	Try entering 5.	Try entering 32.	Try entering 30.	Try entering 5.	Try entering 2.	Try entering 3.	Try entering 2.	Try entering 62.	Try entering 1.	Try entering 2.	Try entering 4.	Try entering 8.
%(-3024335058381351827)%	"To work through question 1, you must first find the number of shapes that are squares."	"To work through question 1, you must first find the number of shapes that are purple or yellow."	"To work through question 1, you must first find the number of shapes that are red or blue."	"To work through question 1, you must first find the number of items that are not blue."	"To work through question 1, you must first find the number of shapes that are green."	"To work through question 1, you must first find the number of shapes that are circles."	"To work through question 1, you must first find the number of items that are green."	"To work through question 1, you must first find the number of shapes that are green."	"To work through question 1, you must first find the number of items that are yellow or green."	"To work through question 1, you must first find the number of shapes that are yellow."	"To work through question 1, you must first find the number of shapes that are blue circles."	"To work through question 1, you must first find the number of shapes that are circles."	"To work through question 1, you must first find the number of shapes that are green circles."	"To work through question 1, you must first find the number of shapes that are not yellow."	"To work through question 1, you must first find the number of hours Sally spent eating lunch."	Read question 1 carefully. What are you looking for?	"To work through question 1, you must first find the number of pieces of cake that are Oleg's favorite. "	-
